id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V2315,Chile,33,F,Colca,Arequipa,2025-11-11,11,1766.32,Auto particular
V2316,España,41,F,Santa Apolonia,Cajamarca,2025-04-18,1,3105.27,Auto particular
V2317,Chile,59,F,Kuelap,Amazonas,2025-06-22,14,1799.94,Bus
V2318,Argentina,21,F,Líneas de Nazca,Ica,2025-02-08,1,2101.05,
V2319,Colombia,51,M,Machu Picchu,Cusco,2025-06-03,12,688.39,Bus
V2320,Colombia,72,F,Chan Chan,La Libertad,2025-06-03,10,833.37,Bus
V2321,EE.UU.,33,F,Islas Ballestas,Ica,2025-03-18,1,4892.86,Bus
V2322,Alemania,50,M,Líneas de Nazca,Ica,2025-02-03,2,4635.61,
V2323,Chile,40,F,Colca,Arequipa,2025-06-25,13,1539.46,NA
V2324,Alemania,61,F,Islas Ballestas,Ica,2025-12-04,7,4354.63,NA
V2325,Francia,79,F,Cataratas de Gocta,Amazonas,2025-03-29,1,3599.38,Avión
V2326,Colombia,19,F,Cataratas de Gocta,Amazonas,2025-07-30,1,2032.67,Auto particular
V2327,Perú,78,M,Islas Ballestas,Ica,2025-06-10,13,1002.85,Auto particular
V2328,EE.UU.,43,M,Chan Chan,La Libertad,2025-02-15,7,3837.42,NA
V2329,Chile,25,M,Líneas de Nazca,Ica,2025-01-30,5,4423.04,
V2330,Francia,51,F,Líneas de Nazca,Ica,2025-10-31,12,1791.2,NA
V2331,Francia,52,M,Chan Chan,La Libertad,2025-09-17,5,1049.49,Avión
V2332,Perú,26,M,Huacachina,Ica,2025-05-26,4,2899.9,Bus
V2333,México,48,F,Santa Apolonia,Cajamarca,2025-08-05,11,3669.05,Bus
V2334,Perú,41,F,Huacachina,Ica,2025-08-16,5,1232.69,Auto particular
V2335,Perú,37,M,Lago Titicaca,Puno,2025-06-26,7,1394.0,Bus
V2336,EE.UU.,29,F,Chan Chan,La Libertad,2025-05-11,3,3591.78,NA
V2337,EE.UU.,68,F,Santa Apolonia,Cajamarca,2025-02-14,12,3194.67,NA
V2338,Alemania,72,M,Líneas de Nazca,Ica,2025-10-25,5,1503.26,NA
V2339,Francia,31,M,Kuelap,Amazonas,2025-09-22,1,686.34,
V2340,Alemania,33,F,Colca,Arequipa,2025-06-07,14,4631.92,NA
V2341,México,41,M,Islas Ballestas,Ica,2025-11-21,8,2768.83,Avión
V2342,Brasil,68,F,Islas Ballestas,Ica,2025-05-08,8,2248.45,Avión
V2343,Alemania,26,F,Santa Apolonia,Cajamarca,2025-08-02,10,514.05,Auto particular
V2344,Colombia,71,F,Cataratas de Gocta,Amazonas,2025-04-19,12,604.19,
V2345,EE.UU.,28,M,Islas Ballestas,Ica,2025-06-20,12,2638.33,Bus
V2346,Chile,70,M,Chan Chan,La Libertad,2025-10-10,8,724.31,Auto particular
V2347,México,64,F,Kuelap,Amazonas,2025-04-04,2,4933.13,Bus
V2348,Argentina,56,M,Huacachina,Ica,2025-11-22,5,4641.17,
V2349,EE.UU.,78,M,Machu Picchu,Cusco,2025-03-22,3,3279.21,Avión
V2350,México,73,F,Cataratas de Gocta,Amazonas,2025-10-03,14,2686.85,NA
V2351,Colombia,54,F,Machu Picchu,Cusco,2025-04-06,13,1528.36,NA
V2352,Perú,45,F,Chan Chan,La Libertad,2025-03-24,9,1141.69,Bus
V2353,México,23,F,Huacachina,Ica,2025-02-20,15,3728.47,Avión
V2354,México,60,F,Cataratas de Gocta,Amazonas,2025-08-20,3,1161.33,NA
V2355,México,26,M,Huacachina,Ica,2025-08-14,7,768.61,Auto particular
V2356,Francia,57,F,Cataratas de Gocta,Amazonas,2025-08-22,9,4928.36,Avión
V2357,Argentina,67,M,Machu Picchu,Cusco,2025-03-08,8,2698.74,Bus
V2358,Francia,46,F,Santa Apolonia,Cajamarca,2025-01-06,1,879.78,Avión
V2359,EE.UU.,48,F,Chan Chan,La Libertad,2025-04-14,12,4239.32,Bus
V2360,Alemania,71,F,Colca,Arequipa,2025-06-10,6,3577.45,
V2361,Francia,25,F,Colca,Arequipa,2025-12-25,14,4414.32,Bus
V2362,México,56,M,Santa Apolonia,Cajamarca,2025-04-19,8,2357.38,NA
V2363,Colombia,51,F,Kuelap,Amazonas,2025-04-25,2,3534.45,Auto particular
V2364,Alemania,78,F,Islas Ballestas,Ica,2025-07-28,5,4675.33,Avión
V2365,Chile,77,M,Líneas de Nazca,Ica,2025-07-25,1,1703.7,Bus
V2366,Francia,18,M,Chan Chan,La Libertad,2025-12-03,15,3759.53,Avión
V2367,Brasil,42,F,Cataratas de Gocta,Amazonas,2025-11-18,1,2648.16,Avión
V2368,Colombia,79,F,Huacachina,Ica,2025-01-16,2,1356.09,Auto particular
V2369,EE.UU.,57,M,Lago Titicaca,Puno,2025-10-20,1,4441.41,Avión
V2370,Alemania,46,M,Huacachina,Ica,2025-08-06,1,420.27,Auto particular
V2371,Alemania,39,M,Líneas de Nazca,Ica,2025-03-03,15,4604.58,Avión
V2372,Chile,72,F,Chan Chan,La Libertad,2025-06-14,10,3448.89,Bus
V2373,Colombia,26,F,Colca,Arequipa,2025-07-04,4,2184.72,Bus
V2374,Chile,23,F,Cataratas de Gocta,Amazonas,2025-12-01,15,1057.63,Auto particular
V2375,Colombia,45,F,Islas Ballestas,Ica,2025-12-10,1,2290.03,Auto particular
V2376,Francia,77,F,Santa Apolonia,Cajamarca,2025-05-22,8,226.27,
V2377,Chile,26,F,Líneas de Nazca,Ica,2025-05-25,4,1101.31,Auto particular
V2378,España,64,F,Santa Apolonia,Cajamarca,2025-12-08,14,2496.77,
V2379,Argentina,53,F,Kuelap,Amazonas,2025-01-30,13,3241.6,Bus
V2380,Alemania,59,F,Kuelap,Amazonas,2025-11-11,9,2875.3,NA
V2381,Brasil,31,M,Islas Ballestas,Ica,2025-09-18,7,3944.37,NA
V2382,Argentina,77,F,Cataratas de Gocta,Amazonas,2025-09-03,9,4107.52,Avión
V2383,Alemania,19,F,Chan Chan,La Libertad,2025-11-14,3,1624.2,Avión
V2384,Perú,44,M,Huacachina,Ica,2025-06-17,15,3744.17,Avión
V2385,Colombia,43,F,Kuelap,Amazonas,2025-05-29,12,4604.84,Auto particular
V2386,Perú,42,F,Cataratas de Gocta,Amazonas,2025-01-07,7,444.21,Bus
V2387,México,65,F,Santa Apolonia,Cajamarca,2025-09-19,2,4697.28,
V2388,EE.UU.,69,F,Chan Chan,La Libertad,2025-03-13,9,932.43,Bus
V2389,España,65,F,Chan Chan,La Libertad,2025-11-05,14,4070.62,Bus
V2390,Perú,21,F,Machu Picchu,Cusco,2025-11-24,9,3144.39,Avión
V2391,Francia,55,F,Líneas de Nazca,Ica,2025-12-08,9,2416.04,Avión
V2392,Brasil,78,M,Machu Picchu,Cusco,2025-10-11,6,2960.63,
V2393,Brasil,53,F,Huacachina,Ica,2025-06-19,10,1542.83,Bus
V2394,México,64,M,Cataratas de Gocta,Amazonas,2025-07-13,2,3764.92,Avión
V2395,Chile,63,F,Huacachina,Ica,2025-05-28,1,1189.07,NA
V2396,Alemania,80,M,Kuelap,Amazonas,2025-06-30,14,1123.17,
V2397,España,49,F,Kuelap,Amazonas,2025-01-25,10,1000.7,Avión
V2398,Brasil,27,F,Machu Picchu,Cusco,2025-11-14,11,4676.78,
V2399,México,78,M,Cataratas de Gocta,Amazonas,2025-05-31,3,2473.88,NA
V2400,Francia,43,M,Islas Ballestas,Ica,2025-06-07,4,3667.81,Auto particular
V2401,Argentina,27,M,Chan Chan,La Libertad,2025-01-31,13,4032.37,NA
V2402,Francia,61,M,Cataratas de Gocta,Amazonas,2025-11-15,13,4720.89,
V2403,México,72,M,Chan Chan,La Libertad,2025-04-23,1,598.3,Avión
V2404,Colombia,46,F,Chan Chan,La Libertad,2025-05-23,7,2535.2,Auto particular
V2405,Chile,29,M,Santa Apolonia,Cajamarca,2025-12-14,11,2197.92,Bus
V2406,Colombia,35,M,Colca,Arequipa,2025-01-16,6,3498.84,Bus
V2407,Alemania,66,F,Lago Titicaca,Puno,2025-10-20,13,1226.3,Avión
V2408,EE.UU.,26,M,Líneas de Nazca,Ica,2025-01-02,12,2609.06,Avión
V2409,Chile,61,F,Líneas de Nazca,Ica,2025-11-07,1,2842.13,
V2410,Chile,61,F,Huacachina,Ica,2025-09-05,2,205.85,Bus
V2411,Colombia,55,M,Machu Picchu,Cusco,2025-05-25,5,386.75,
V2412,Francia,73,M,Islas Ballestas,Ica,2025-10-13,15,2691.42,Auto particular
V2413,Colombia,33,M,Huacachina,Ica,2025-08-31,14,4395.47,NA
V2414,Colombia,65,F,Chan Chan,La Libertad,2025-09-14,5,4234.34,Bus
V2415,Argentina,46,F,Colca,Arequipa,2025-09-23,11,4924.6,Bus
V2416,EE.UU.,66,F,Cataratas de Gocta,Amazonas,2025-06-24,12,1508.41,
V2417,España,35,M,Huacachina,Ica,2025-09-12,6,4263.38,Avión
V2418,Alemania,68,M,Cataratas de Gocta,Amazonas,2025-05-14,1,2819.59,Bus
V2419,Colombia,56,M,Cataratas de Gocta,Amazonas,2025-08-28,10,2670.86,Avión
V2420,Chile,19,F,Chan Chan,La Libertad,2025-05-21,7,3247.53,
V2421,Colombia,27,F,Chan Chan,La Libertad,2025-08-27,1,1706.37,NA
V2422,Chile,27,F,Kuelap,Amazonas,2025-07-25,15,535.99,Bus
V2423,Chile,47,M,Huacachina,Ica,2025-06-19,1,2829.06,Bus
V2424,Argentina,52,M,Islas Ballestas,Ica,2025-03-15,1,607.62,
V2425,Colombia,28,F,Líneas de Nazca,Ica,2025-10-04,7,3648.24,Avión
V2426,México,67,F,Machu Picchu,Cusco,2025-05-31,12,782.93,
V2427,Francia,55,M,Líneas de Nazca,Ica,2025-06-05,13,3146.99,
V2428,Brasil,38,F,Líneas de Nazca,Ica,2025-07-12,1,1235.9,Avión
V2429,Brasil,52,F,Cataratas de Gocta,Amazonas,2025-01-30,4,2854.75,
V2430,Perú,42,F,Santa Apolonia,Cajamarca,2025-04-27,13,1311.48,Bus
V2431,Argentina,54,M,Cataratas de Gocta,Amazonas,2025-06-03,6,2401.98,Avión
V2432,Argentina,45,F,Machu Picchu,Cusco,2025-08-04,5,833.63,
V2433,México,53,F,Santa Apolonia,Cajamarca,2025-07-23,5,1609.25,Avión
V2434,España,46,F,Líneas de Nazca,Ica,2025-07-16,1,2317.7,NA
V2435,Alemania,23,M,Cataratas de Gocta,Amazonas,2025-07-25,4,524.25,
V2436,España,35,F,Islas Ballestas,Ica,2025-01-12,7,4498.56,Auto particular
V2437,Brasil,79,M,Islas Ballestas,Ica,2025-08-01,13,1193.26,Avión
V2438,México,50,M,Machu Picchu,Cusco,2025-12-27,10,1930.82,NA
V2439,Francia,55,F,Cataratas de Gocta,Amazonas,2025-06-16,14,3118.61,Auto particular
V2440,Chile,67,M,Huacachina,Ica,2025-02-21,2,267.52,
V2441,Perú,49,F,Líneas de Nazca,Ica,2025-10-27,8,2093.62,Auto particular
V2442,Perú,42,M,Chan Chan,La Libertad,2025-08-23,12,3717.01,Avión
V2443,España,52,F,Huacachina,Ica,2025-12-14,4,960.78,NA
V2444,Brasil,20,M,Huacachina,Ica,2025-12-26,12,4513.75,Bus
V2445,México,68,F,Colca,Arequipa,2025-12-14,15,4282.45,Bus
V2446,Perú,25,M,Chan Chan,La Libertad,2025-03-31,3,4440.34,Auto particular
V2447,Francia,44,M,Lago Titicaca,Puno,2025-01-29,2,1270.26,Avión
V2448,Argentina,48,F,Cataratas de Gocta,Amazonas,2025-04-30,2,1349.44,Avión
V2449,Chile,43,F,Islas Ballestas,Ica,2025-03-14,8,3923.82,Avión
V2450,Brasil,64,M,Líneas de Nazca,Ica,2025-07-07,5,660.36,NA
V2451,México,24,F,Kuelap,Amazonas,2025-02-04,9,3527.41,Auto particular
V2452,Perú,57,F,Cataratas de Gocta,Amazonas,2025-12-11,12,2403.09,NA
V2453,Brasil,22,F,Lago Titicaca,Puno,2025-12-17,12,3750.35,
V2454,EE.UU.,34,F,Chan Chan,La Libertad,2025-02-19,5,1015.28,NA
V2455,España,69,M,Líneas de Nazca,Ica,2025-02-25,7,4890.18,Bus
V2456,México,22,M,Lago Titicaca,Puno,2025-11-06,2,1914.27,NA
V2457,Perú,34,M,Lago Titicaca,Puno,2025-03-15,8,2793.3,Bus
V2458,Alemania,27,M,Santa Apolonia,Cajamarca,2025-10-02,9,2396.1,
V2459,Argentina,67,M,Machu Picchu,Cusco,2025-05-04,1,3080.3,NA
V2460,Brasil,76,M,Machu Picchu,Cusco,2025-02-01,11,1642.28,
V2461,México,37,F,Cataratas de Gocta,Amazonas,2025-03-05,7,2518.98,
V2462,España,46,F,Colca,Arequipa,2025-01-18,13,2078.13,Avión
V2463,España,37,F,Huacachina,Ica,2025-07-08,7,2466.18,Bus
V2464,Argentina,69,M,Machu Picchu,Cusco,2025-04-10,12,3939.08,Bus
V2465,Argentina,77,M,Líneas de Nazca,Ica,2025-12-23,13,4038.34,Avión
V2466,Francia,80,F,Cataratas de Gocta,Amazonas,2025-08-24,14,350.96,NA
V2467,España,19,F,Colca,Arequipa,2025-02-10,14,3396.1,Bus
V2468,Argentina,44,F,Colca,Arequipa,2025-10-01,10,2783.68,
V2469,EE.UU.,22,M,Huacachina,Ica,2025-01-08,1,2608.39,Avión
V2470,EE.UU.,43,F,Cataratas de Gocta,Amazonas,2025-10-17,11,3302.75,Auto particular
V2471,España,75,M,Líneas de Nazca,Ica,2025-04-17,10,749.65,
V2472,Perú,60,F,Lago Titicaca,Puno,2025-01-25,2,3801.59,Auto particular
V2473,España,79,F,Lago Titicaca,Puno,2025-08-21,6,506.86,Bus
V2474,Brasil,21,M,Lago Titicaca,Puno,2025-08-01,3,2068.02,Bus
V2475,Brasil,54,F,Huacachina,Ica,2025-03-24,2,4682.48,Avión
V2476,Colombia,31,M,Chan Chan,La Libertad,2025-08-20,5,1362.49,Bus
V2477,Argentina,74,F,Colca,Arequipa,2025-01-20,3,2220.23,Auto particular
V2478,EE.UU.,73,M,Santa Apolonia,Cajamarca,2025-09-07,12,4850.62,Bus
V2479,México,24,F,Lago Titicaca,Puno,2025-02-03,11,4921.98,Bus
V2480,Chile,73,M,Islas Ballestas,Ica,2025-07-31,12,3030.42,Auto particular
V2481,Brasil,54,F,Huacachina,Ica,2025-04-15,10,2680.19,Auto particular
V2482,EE.UU.,71,F,Líneas de Nazca,Ica,2025-09-08,1,312.73,Bus
V2483,EE.UU.,80,F,Santa Apolonia,Cajamarca,2025-11-26,9,1682.71,Auto particular
V2484,Alemania,38,M,Líneas de Nazca,Ica,2025-01-06,14,1298.57,
V2485,Francia,35,F,Huacachina,Ica,2025-10-02,6,4890.15,Avión
V2486,Francia,24,F,Huacachina,Ica,2025-02-25,4,3919.19,Auto particular
V2487,España,77,M,Líneas de Nazca,Ica,2025-02-27,14,2157.85,NA
V2488,Chile,67,M,Santa Apolonia,Cajamarca,2025-02-09,9,3914.12,Bus
V2489,Perú,23,M,Cataratas de Gocta,Amazonas,2025-04-20,6,3264.76,Auto particular
V2490,Perú,78,F,Chan Chan,La Libertad,2025-11-03,11,1627.23,Bus
V2491,Chile,71,F,Chan Chan,La Libertad,2025-01-11,15,435.5,Bus
V2492,EE.UU.,72,M,Machu Picchu,Cusco,2025-05-17,13,4962.32,Avión
V2493,Alemania,43,F,Machu Picchu,Cusco,2025-04-19,9,2984.14,Bus
V2494,Brasil,58,F,Santa Apolonia,Cajamarca,2025-01-10,5,836.83,NA
V2495,EE.UU.,25,M,Machu Picchu,Cusco,2025-02-18,15,278.8,Bus
V2496,EE.UU.,45,M,Chan Chan,La Libertad,2025-05-21,5,1146.06,Avión
V2497,Chile,70,F,Colca,Arequipa,2025-12-04,1,2854.48,Avión
V2498,Alemania,32,M,Cataratas de Gocta,Amazonas,2025-03-01,4,3853.14,Bus
V2499,Perú,40,M,Santa Apolonia,Cajamarca,2025-02-23,7,3798.25,NA
V2500,Francia,30,M,Huacachina,Ica,2025-12-31,2,3184.69,
V2501,Argentina,27,M,Chan Chan,La Libertad,2025-04-13,3,2425.85,NA
V2502,Perú,57,M,Cataratas de Gocta,Amazonas,2025-10-10,14,4249.28,Bus
V2503,España,68,F,Chan Chan,La Libertad,2025-03-11,9,2336.45,Bus
V2504,Alemania,55,M,Huacachina,Ica,2025-05-18,13,3312.22,Auto particular
V2505,Argentina,19,M,Islas Ballestas,Ica,2025-04-13,14,542.63,Bus
V2506,Brasil,65,M,Huacachina,Ica,2025-09-04,6,2145.49,Bus
V2507,Colombia,40,F,Líneas de Nazca,Ica,2025-07-28,5,2634.44,Avión
V2508,EE.UU.,72,F,Cataratas de Gocta,Amazonas,2025-09-01,13,4069.17,Bus
V2509,Chile,67,F,Colca,Arequipa,2025-09-17,13,2036.8,NA
V2510,Brasil,57,F,Machu Picchu,Cusco,2025-01-23,10,581.06,Bus
V2511,Colombia,40,F,Cataratas de Gocta,Amazonas,2025-03-11,12,2174.66,NA
V2512,EE.UU.,80,F,Santa Apolonia,Cajamarca,2025-02-11,7,2246.61,Auto particular
V2513,Argentina,26,F,Colca,Arequipa,2025-06-17,8,2905.68,Auto particular
V2514,Colombia,74,M,Santa Apolonia,Cajamarca,2025-01-17,9,3647.81,NA
V2515,Francia,74,M,Kuelap,Amazonas,2025-03-08,8,536.88,Avión
V2516,España,79,M,Chan Chan,La Libertad,2025-10-20,8,3144.23,Auto particular
V2517,Brasil,33,F,Huacachina,Ica,2025-04-01,12,4684.1,NA
V2518,EE.UU.,34,M,Islas Ballestas,Ica,2025-09-24,10,2664.24,Bus
V2519,Colombia,45,F,Huacachina,Ica,2025-03-01,4,4128.47,
V2520,España,50,F,Santa Apolonia,Cajamarca,2025-03-31,2,3536.45,NA
V2521,Alemania,39,F,Machu Picchu,Cusco,2025-03-05,11,624.61,
V2522,Perú,73,F,Machu Picchu,Cusco,2025-12-15,3,1933.43,Avión
V2523,Argentina,35,M,Chan Chan,La Libertad,2025-07-28,4,4576.04,Bus
V2524,Perú,23,F,Chan Chan,La Libertad,2025-08-22,4,3118.01,
V2525,España,19,M,Cataratas de Gocta,Amazonas,2025-11-09,11,818.49,NA
V2526,Chile,34,F,Machu Picchu,Cusco,2025-08-27,5,354.86,NA
V2527,México,66,F,Lago Titicaca,Puno,2025-07-02,7,4610.81,Avión
V2528,España,35,F,Colca,Arequipa,2025-08-11,4,1738.84,
V2529,Colombia,39,M,Huacachina,Ica,2025-12-25,3,653.38,Avión
V2530,México,43,F,Islas Ballestas,Ica,2025-02-13,9,2118.36,
V2531,Colombia,60,M,Chan Chan,La Libertad,2025-02-19,13,3291.48,NA
V2532,Colombia,23,F,Machu Picchu,Cusco,2025-05-09,14,3003.59,Bus
V2533,España,55,M,Chan Chan,La Libertad,2025-09-11,15,200.69,
V2534,Chile,51,M,Líneas de Nazca,Ica,2025-04-23,9,4362.99,
V2535,Brasil,58,F,Colca,Arequipa,2025-02-01,11,1794.24,Auto particular
V2536,Colombia,44,F,Machu Picchu,Cusco,2025-06-21,13,2444.74,Avión
V2537,Francia,74,F,Islas Ballestas,Ica,2025-07-24,6,2662.78,
V2538,España,40,M,Líneas de Nazca,Ica,2025-08-21,3,4398.17,
V2539,España,33,M,Kuelap,Amazonas,2025-09-07,2,2543.34,Avión
V2540,Brasil,24,M,Lago Titicaca,Puno,2025-09-08,15,4438.2,Avión
V2541,Alemania,46,F,Islas Ballestas,Ica,2025-10-13,14,4989.18,Auto particular
V2542,Alemania,68,M,Líneas de Nazca,Ica,2025-06-06,15,4229.9,NA
V2543,México,77,F,Cataratas de Gocta,Amazonas,2025-12-23,8,2987.07,Auto particular
V2544,México,36,M,Machu Picchu,Cusco,2025-01-04,1,856.67,Avión
V2545,España,62,F,Islas Ballestas,Ica,2025-09-09,5,285.85,Avión
V2546,México,69,F,Kuelap,Amazonas,2025-05-31,11,1271.19,Auto particular
V2547,EE.UU.,21,M,Islas Ballestas,Ica,2025-08-10,3,314.65,
V2548,España,38,F,Machu Picchu,Cusco,2025-05-12,3,2216.83,Auto particular
V2549,Brasil,31,M,Colca,Arequipa,2025-10-18,6,4370.33,Auto particular
V2550,España,70,F,Colca,Arequipa,2025-08-12,10,2079.98,NA
V2551,Francia,79,F,Santa Apolonia,Cajamarca,2025-05-30,15,4885.67,
V2552,España,61,M,Líneas de Nazca,Ica,2025-05-19,10,3831.48,NA
V2553,México,48,F,Huacachina,Ica,2025-02-15,9,324.17,NA
V2554,México,35,M,Líneas de Nazca,Ica,2025-05-13,15,652.62,Avión
V2555,Colombia,59,F,Cataratas de Gocta,Amazonas,2025-10-05,8,2534.57,
V2556,México,52,F,Santa Apolonia,Cajamarca,2025-02-13,1,4217.6,
V2557,Chile,68,M,Colca,Arequipa,2025-05-06,5,4962.45,NA
V2558,EE.UU.,74,M,Santa Apolonia,Cajamarca,2025-07-21,5,4633.69,Auto particular
V2559,Argentina,45,M,Huacachina,Ica,2025-08-31,12,2617.22,
V2560,Chile,80,M,Lago Titicaca,Puno,2025-08-10,14,4448.32,NA
V2561,Colombia,31,F,Islas Ballestas,Ica,2025-06-10,3,4661.96,
V2562,Francia,57,M,Huacachina,Ica,2025-06-17,9,1882.99,Auto particular
V2563,Perú,68,M,Cataratas de Gocta,Amazonas,2025-11-13,11,3543.43,Avión
V2564,Argentina,61,M,Líneas de Nazca,Ica,2025-03-17,8,2375.81,Bus
V2565,Colombia,19,M,Machu Picchu,Cusco,2025-08-03,3,3294.43,Auto particular
V2566,Chile,31,M,Lago Titicaca,Puno,2025-12-24,11,3376.68,Auto particular
V2567,Argentina,54,M,Chan Chan,La Libertad,2025-03-03,2,574.81,
V2568,Argentina,21,M,Santa Apolonia,Cajamarca,2025-03-31,15,2056.61,Auto particular
V2569,Chile,42,F,Cataratas de Gocta,Amazonas,2025-10-18,4,1186.67,Bus
V2570,México,56,M,Machu Picchu,Cusco,2025-08-04,10,2643.91,Auto particular
V2571,España,61,M,Islas Ballestas,Ica,2025-05-23,7,3802.55,Bus
V2572,España,26,F,Líneas de Nazca,Ica,2025-04-28,7,2640.37,Bus
V2573,México,23,F,Colca,Arequipa,2025-09-22,8,3214.92,Avión
V2574,Brasil,50,F,Chan Chan,La Libertad,2025-11-02,5,2036.21,Bus
V2575,Francia,31,F,Lago Titicaca,Puno,2025-10-11,5,4116.12,Avión
V2576,EE.UU.,51,M,Santa Apolonia,Cajamarca,2025-02-15,1,4202.89,
V2577,Colombia,37,M,Cataratas de Gocta,Amazonas,2025-06-18,4,4684.42,Bus
V2578,Alemania,35,M,Santa Apolonia,Cajamarca,2025-05-16,1,2142.11,Auto particular
V2579,España,79,M,Huacachina,Ica,2025-06-05,15,4384.41,Bus
V2580,Brasil,51,M,Cataratas de Gocta,Amazonas,2025-02-03,4,3240.02,Bus
V2581,Chile,26,M,Islas Ballestas,Ica,2025-08-15,12,3880.0,
V2582,España,41,F,Huacachina,Ica,2025-08-23,7,3844.19,Auto particular
V2583,Argentina,67,M,Líneas de Nazca,Ica,2025-12-15,14,4605.6,Bus
V2584,Colombia,73,F,Lago Titicaca,Puno,2025-05-21,11,1959.2,
V2585,Argentina,29,F,Cataratas de Gocta,Amazonas,2025-07-21,13,2836.86,Auto particular
V2586,Argentina,23,M,Huacachina,Ica,2025-10-03,3,401.91,Avión
V2587,México,63,F,Líneas de Nazca,Ica,2025-04-20,15,3926.33,
V2588,México,51,F,Islas Ballestas,Ica,2025-11-24,9,4198.63,Avión
V2589,Alemania,54,F,Líneas de Nazca,Ica,2025-04-28,8,3998.73,Avión
V2590,Perú,41,M,Santa Apolonia,Cajamarca,2025-11-19,1,1107.68,Bus
V2591,España,23,M,Santa Apolonia,Cajamarca,2025-07-20,8,2234.39,Auto particular
V2592,Brasil,70,F,Cataratas de Gocta,Amazonas,2025-03-26,9,732.45,Bus
V2593,Alemania,52,F,Islas Ballestas,Ica,2025-10-20,3,1905.24,NA
V2594,Francia,25,M,Kuelap,Amazonas,2025-05-07,2,3222.76,Avión
V2595,Brasil,37,M,Lago Titicaca,Puno,2025-07-13,4,462.0,
V2596,EE.UU.,36,M,Kuelap,Amazonas,2025-04-09,1,1774.2,Bus
V2597,Francia,53,F,Cataratas de Gocta,Amazonas,2025-12-18,12,3122.26,
V2598,Argentina,18,M,Islas Ballestas,Ica,2025-11-15,8,4240.54,Avión
V2599,Chile,34,M,Cataratas de Gocta,Amazonas,2025-05-27,12,2230.56,NA
V2600,Alemania,22,M,Islas Ballestas,Ica,2025-11-30,10,2932.44,NA
V2601,EE.UU.,49,M,Kuelap,Amazonas,2025-12-30,15,235.39,Bus
V2602,Francia,64,M,Cataratas de Gocta,Amazonas,2025-04-11,12,2335.35,Auto particular
V2603,Perú,56,F,Lago Titicaca,Puno,2025-10-07,13,4682.0,NA
V2604,Colombia,46,M,Líneas de Nazca,Ica,2025-11-14,4,3323.07,Avión
V2605,Francia,64,M,Machu Picchu,Cusco,2025-12-25,7,1731.4,Bus
V2606,España,71,M,Machu Picchu,Cusco,2025-09-28,4,3168.02,Avión
V2607,Francia,71,M,Islas Ballestas,Ica,2025-01-18,2,431.89,Avión
V2608,México,52,M,Machu Picchu,Cusco,2025-02-20,8,3062.46,NA
V2609,Chile,47,M,Islas Ballestas,Ica,2025-03-22,9,1304.09,
V2610,Francia,47,M,Líneas de Nazca,Ica,2025-01-29,8,2848.11,NA
V2611,México,52,F,Kuelap,Amazonas,2025-08-10,5,4694.07,Avión
V2612,Alemania,45,M,Kuelap,Amazonas,2025-01-31,2,1908.49,
V2613,Alemania,71,M,Huacachina,Ica,2025-08-11,5,4140.39,Avión
V2614,México,78,M,Chan Chan,La Libertad,2025-05-04,7,717.76,NA
V2615,Alemania,34,M,Islas Ballestas,Ica,2025-07-02,14,4374.38,NA
V2616,Alemania,26,F,Kuelap,Amazonas,2025-07-08,7,2272.61,NA
V2617,Argentina,68,M,Santa Apolonia,Cajamarca,2025-01-09,6,977.89,Avión
V2618,Brasil,54,M,Santa Apolonia,Cajamarca,2025-07-07,7,4478.25,
V2619,México,33,F,Colca,Arequipa,2025-09-29,14,1092.7,Auto particular
V2620,Brasil,18,F,Machu Picchu,Cusco,2025-12-15,14,1485.99,NA
V2621,Chile,41,M,Huacachina,Ica,2025-11-01,5,4918.92,
V2622,México,68,M,Santa Apolonia,Cajamarca,2025-02-21,8,1546.65,NA
V2623,España,59,F,Líneas de Nazca,Ica,2025-05-02,8,1277.66,Bus
V2624,Chile,58,F,Islas Ballestas,Ica,2025-05-19,13,1589.63,Auto particular
V2625,Alemania,34,M,Santa Apolonia,Cajamarca,2025-12-30,7,1222.4,Auto particular
V2626,Alemania,66,F,Santa Apolonia,Cajamarca,2025-01-31,5,1562.94,Auto particular
V2627,Brasil,46,M,Islas Ballestas,Ica,2025-09-11,8,1300.63,Avión
V2628,Chile,41,F,Islas Ballestas,Ica,2025-03-04,13,3645.19,NA
V2629,Argentina,38,M,Chan Chan,La Libertad,2025-05-01,10,3942.43,NA
V2630,Alemania,22,F,Santa Apolonia,Cajamarca,2025-07-13,9,1390.21,Avión
V2631,Alemania,52,F,Colca,Arequipa,2025-07-11,4,1078.72,Avión
V2632,Brasil,25,F,Kuelap,Amazonas,2025-04-06,6,3291.28,Auto particular
V2633,Perú,74,F,Colca,Arequipa,2025-04-06,14,4640.35,NA
V2634,Francia,59,F,Líneas de Nazca,Ica,2025-12-25,11,1342.56,Auto particular
V2635,Argentina,46,F,Kuelap,Amazonas,2025-02-02,13,4011.56,Auto particular
V2636,Francia,37,M,Santa Apolonia,Cajamarca,2025-04-14,4,1645.43,Auto particular
V2637,Colombia,38,M,Santa Apolonia,Cajamarca,2025-02-24,10,339.05,NA
V2638,México,66,F,Chan Chan,La Libertad,2025-09-30,10,4796.53,Avión
